Name,Tagline,Phone,Profile Link,Email,Website,Address,City,Postcode,Tier,NAICS Info,Social Media Links
M Solutions Partners LLC,Tier 1 Local Emerging Small Business,,,larry@msolutionpartners.com,https://www.msolutionpartners.com,5372 Tulip Hill Ave,Las Vegas,89141,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541512', 'Description': 'Computer Systems Design Services', 'Capability': ""Capabilities Narrative for M Solution Partners  M Solution Partners is a leading consulting and technology firm that specializes in providing solutions based on Microsoft technologies and COBOL. Our team of experienced consultants and developers offer.  a wide range of capabilities to help our clients achieve their business objectives.  Our Capabilities include:  Microsoft Technologies: We specialize in developing solutions based on Microsoft technologies such as .NET, SharePoint, C#, Dynamics 365, and Power Platform. Our team of developers use the latest tools and best practices to deliver high-quality applications that are reliable, scalable, and secure.  COBOL Modernization: M Solution Partners capitalizes on Microsoft's cloud modernization infrastructures to help our clients modernize their legacy COBOL applications. Our team of experts use modernization techniques such as re-hosting, re-engineering, and refactoring to transform legacy COBOL applications into modern, cloud-based solutions. M Solution helps clients seamlessly migrate from COBOL to Microsoft modern technologies, unlocking enhanced efficiency and scalability. Leveraging services such as Azure App Service, Azure Functions, and Azure Kubernetes Service, M Solution enables businesses to modernize their applications. Microsoft's advanced security measures ensure the protection of sensitive data. With M Solution's expertise in Microsoft cloud modernization, businesses can confidently embrace the digital era, accelerating their transformation journey and realizing sustainable success. Cloud Services: We provide cloud-based solutions based on Microsoft Azure that are designed to help our clients reduce costs, increase efficiency, and improve collaboration. We offer a range of cloud services, including infrastructure-as-a-service (IaaS), platform-as-a-service (PaaS), and software-as-a-service (SaaS).  Data Analytics: We help our clients leverage the power of data to make informed business decisions. Our team of data analysts use advanced analytics tools to extract insights from large datasets, helping clients to identify trends, patterns, and opportunities.  Digital Transformation: We help our clients embrace digital technologies to transform their businesses. Our team of experts work with clients to design and implement digital strategies that drive innovation and improve customer experiences.  IT Consulting: We provide IT consulting services that help clients optimize their IT infrastructure, reduce costs, and improve performance. Our team of experts work with clients to identify areas for improvement, develop solutions, and implement best practices.  Project Management: We provide project management services to ensure that our clients’ projects are delivered on time, within budget, and to the highest quality. Our team of project managers work closely with clients to understand their needs, develop project plans, and oversee project execution.""}]",[]
SPEAK LIFE LLC,Tier 1 Local Emerging Small Business,,,sl@speaklifeus.com,https://sl.speaklifeus.com,"8915 Alexander Great Ct, Las Vegas, NV 89139",LAS VEGAS,89139,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561990', 'Description': 'All Other Support Services', 'Capability': 'We take pride in bridging the gap for Government needs with qualified vendors in relation with products and services'}]",[]
Elizbiz Limited Liability Company,Tier 1 Local Emerging Small Business,,,gichangae@elizbiz.com,,6436 EXTREME SHEAR AVE Unit 103,Henderson,89011,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '621610', 'Description': 'Home Health Care Services', 'Capability': 'Skilled Nursing Services'}]",[]
Express Home Services,Tier 2 Local Emerging Small Business,,,support@callexpress.com,https://www.callexpress.com,3373 Wynn Rd Suite E,Las Vegas,89102,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '238220', 'Description': 'Plumbing Heating and Air Conditioning Contractor', 'Capability': 'All plumbing heating and air conditioning repairs and replacements'}]",[]
G-Tec LLC,Tier 1 Local Emerging Small Business,,,info@ghforyou.com,https://www.g-tecllc.com,8275 South Eastern Avenue,Las Vegas,89123,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541519', 'Description': 'Other Computer Related Services', 'Capability': 'Tech Support and Installation of Computers & AV'}]",[]
Exquisite Procurement LLC,Tier 1 Local Emerging Small Business,,,,https://www.exquisiteprocurement.com,1448 Lawry Avenue,Las Vegas,89106,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '425120', 'Description': 'Wholesale trade agents and brokers', 'Capability': ''}]",[]
Taylor Project Services LLC,Tier 1 Local Emerging Small Business,,,,https://www.taylorprojectservicesllc.com,10761 Turquoise Valley Drive,Las Vegas,89144,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '5416990', 'Description': 'Management, Technical, Scientific Consulting Services', 'Capability': 'Cost and Schedule Management for Projects'}]",[]
Bold and Bright Academy,Tier 1 Local Emerging Small Business,,,boldandbrightacademy@gmail.com,https://Boldandbrightacademy.com,6036 Atlantis Dream Ave,Las Vegas,89139,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '611691', 'Description': 'Exam Preparation and Tutoring', 'Capability': 'Online Learning platform for 2-6 year olds'}]",[]
M&M Signs and Printing Corp,Tier 1 Local Emerging Small Business,,,SALES@PRISMAPRINTING.COM,https://PRISMAPRINTING.COM,5000 W OAKEY BLVD. B4,Las Vegas,89146,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '323111', 'Description': 'Commercial digital printing', 'Capability': ''}]",[]
"Mesquite Materials Testing, LLC",Tier 2 Local Emerging Small Business,,,,https://www.mmtnevada.com,752 W. Pioneer Blvd.,Mesquite,89027,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '541380', 'Description': 'Soils Testing Laboratories or Services', 'Capability': ''}]",[]
"TABITT, LLC",Tier 1 Local Emerging Small Business,,,info@tabittgroup.com,https://tabittgroup.com,301 JULIE CIRCLE,LAS VEGAS,89107,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238220', 'Description': 'Plumbing, Heating, and Air-Conditioning Contractors', 'Capability': 'TEST & BALANCE OF HVAC'}]",[]
Sparkflight Studios LLC,Tier 1 Local Emerging Small Business,,,sparkflightstudios@gmail.com,https://sparkflightstudios.com/,1192 Wigwam Pkwy,Henderson,89074,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541310', 'Description': 'Architectural Services', 'Capability': 'Architectural Design, Preparation of Permit and bid sets, Construction administration, Public Art'}]",[]
Oliver Davis Consulting,Tier 1 Local Emerging Small Business,,,admin@oliverdavisconsulting.com,https://www.oliverdavisconsulting.com,6256 SMALL POINT DRIVE,Las Vegas,89108,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administratvie Management and General Management Consulting Services', 'Capability': 'Business Consulting'}]",[]
Morrison Staffing Services LLC,Tier 1 Local Emerging Small Business,,,morrisonstaffingservicesllc@gmail.com,,7055 E Lake Mead Blvd,Las Vegas,89156,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561320', 'Description': 'Staffing Services Agency', 'Capability': ''}]",[]
"Lefrancois Engineering, PLLC",Tier 1 Local Emerging Small Business,,,info@l-eng.com,https://l-eng.com,"288 Village Blvd., Suite 5",Incline Village,89451,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541330', 'Description': 'Engineering Services', 'Capability': 'Civil Engineering Services'}]",[]
03 Green Global Solutions,Tier 1 Local Emerging Small Business,,,info@propertyprosnv.com,,6295 Harrison Drive Ste 1,Las Vegas,89120,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561790', 'Description': 'Pressure washing (e.g., buildings, decks, fences)', 'Capability': 'Pressure Washing/Graffiti Removal'}]",[]
Kids Meeting Kids,Tier 1 Local Emerging Small Business,,,kidsmeetingkids@mail.com,https://kmeetingk.com,"1200 W Cheyenne Ave, 1159",North Las Vegas,89030,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '624110', 'Description': 'Child and Youth Services', 'Capability': 'Child Service Playdates'}]",[]
Artisan Software Consulting,Tier 1 Local Emerging Small Business,,,jim@artisanagility.com,https://artisanagility.com,5729 North White Sands Road,Reno,89511,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541618', 'Description': 'Other Management Consulting Services', 'Capability': 'Training/Coaching'}]",[]
MNGR LLC,Tier 1 Local Emerging Small Business,,,info@mngragency.com,https://mngragency.com,1925 Village Center Cir Ste 150,Las Vegas,89134,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541613', 'Description': 'Marketing Consulting', 'Capability': 'Marketing Services & Consulting'}]",[]
Western Priority Equipment LLC.,Tier 1 Local Emerging Small Business,,,,https://Westernpriorityequipment.com,12992 State Highway 160,Las Vegas,89161,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '562991', 'Description': 'Toilet Renting and/or Servicing, Portable', 'Capability': 'Rental of portable restrooms, shower & handwashing stations'}]",[]
"Shadow’s Realm 3D, LLC",Tier 1 Local Emerging Small Business,,,shadowsrealmshop@outlook.com,https://shadowsrealm3d.etsy.com,6721 Yellowwood Cove St,North Las Vegas,89084,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '333248', 'Description': 'All Other Industrial Machinery Manufacturing', 'Capability': '3D Printing Services'}]",[]
Futureproof Branding,Tier 1 Local Emerging Small Business,,,,,3361 Caldora Ln,Henderson,89044,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541430', 'Description': 'Graphic Design Services', 'Capability': 'Branding, Brand Strategy & Positioning, Brand Identity, Graphic Design, Website Design'}]",[]
Reliable Cleaners Commercial LLC,Tier 1 Local Emerging Small Business,,,,,3502 Rio Robles Dr Unit D,North Las Vegas,89030,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': ''}]",[]
"Swivel Commercial Interiors, LLC",Tier 1 Local Emerging Small Business,,,,https://www.swivelcommercial.com,2146 Silvered Bark Dr,Las Vegas,89135,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238390', 'Description': 'Office Furniture, Modular System, Installation', 'Capability': 'Office furniture, modular system, installation'}]",[]
The Auto Group Collision Center LLC,Tier 1 Local Emerging Small Business,,,claims@theautogroupcollisioncenter.com,https://www.theautogroupcollisioncenter.com,3043 Westwood DR,Las Vegas,89109,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '811111', 'Description': 'General Automotive Repair', 'Capability': 'Automotive repair and Maintenance'}]",[]
M2M Carpentry and Installation LLC,Tier 1 Local Emerging Small Business,,,,,3673 E Biela Avenue,Las Vegas,89120,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238350', 'Description': 'Door and Window, Prefabricated, Installation', 'Capability': 'Able to remove and install any type of prefabricated window and door in new and existing construction.'}]",[]
KMJ 2.0 LLC,tier_one,,,start@kmjwebdesign.com,https://kmjwebdesign.com,6615 S. Eastern Ave. Suite 105,Las Vegas,89119,tier_one,"[{'NAICS Code': '541511', 'Description': 'Custom Computer Programming Services', 'Capability': 'Web Design/Mobile App Development'}]",[]
"Soma Group, LLC",Tier 1 Local Emerging Small Business,,,monika@srgre.com,https://somagrouprdc.com,"10161 Park Run Drive, Suite 150",Las Vegas,89145,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '531390', 'Description': 'Other Activities Related to Real Estate', 'Capability': ""Real Estate Consulting and Gov't Procurement""}]",[]
Limon Strategy Group,Tier 1 Local Emerging Small Business,,,threelimones@gmail.com,,295 Blue Skies,Sparks,89436,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services', 'Capability': ''}]",[]
Cofettii LLC,Tier 1 Local Emerging Small Business,,,,https://www.tilldeathdousparty.com,"701 E Bridger Ave, suite 140",Las Vegas,89101,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '711320', 'Description': 'Promoters of Performing Arts, Sports, and Similar Events without Facilities', 'Capability': 'Event Planning'}]",[]
NB Cleaning Services LLC,Tier 1 Local Emerging Small Business,,,info@nbcleaningservicesllc.com,https://www.nbcleaningservicesllc.com,3612 Slapton Ave,North Las Vegas,89031,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'primarily engaged in cleaning building interiors, interiors of transportation equipment (e.g., aircraft, rail cars, ships), and/or windows.', 'Capability': ''}]",[]
Elevate Print and Marketing LLC,Tier 1 Local Emerging Small Business,,,info@elevateuslv.com,,232 Crosswind Way,Las Vegas,89145,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '323111', 'Description': 'Commercial Printing', 'Capability': '(except screen, books)'}]",[]
23 Auto Group,Tier 1 Local Emerging Small Business,,,23autogroup@gmail.com,https://23autogroup.com,4855 S Pecos Rd Unit 3,Las Vegas,89103,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '441120', 'Description': 'Used car dealers', 'Capability': 'Automobile dealers, used only - Used car sales'}]",[]
Elevated Building,Tier 1 Local Emerging Small Business,,,QCarter@buildwithelevated.com,https://BuildwithElevated.com,6172 Exquisite Ave,Las Vegas,89110,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '236220', 'Description': 'Commercial and Institutional Building Construction', 'Capability': 'Licensed B-General Building Contractor'}]",[]
Togos LV 1 LLC,Tier 1 Local Emerging Small Business,,,togoslasvegas@gmail.com,https://www.togoslasvegas.com,6435 S Rainbow BLVD Ste 103,Las Vegas,89118,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '722513', 'Description': 'Sandwich shops, limited-service', 'Capability': 'Catering'}]",[]
Sierra Nevada Global Logistics LLC,Tier 1 Local Emerging Small Business,,,,https://snvgl.com,1650 O Farrell St,Reno,89503,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '423430', 'Description': 'Computer and Computer Peripheral Equipment and Software Merchant Wholesalers', 'Capability': 'Value added procurement of computer and software products.'}]",[]
Sarah Thornton Public Relations Inc,Tier 1 Local Emerging Small Business,,,,https://www.connectedcommunications.com,"9339 W. Sunset Road, Suite 110",Las Vegas,89148,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541990', 'Description': 'All Other Professional, Scientific, and Technical Services', 'Capability': 'communications, marketing, public relations consulting'}]",[]
McGinnis & Associates,Tier 1 Local Emerging Small Business,,,ap@mcginnisandassociates.com,https://www.mcginnisandassociates.com,"65 Regency Way, STE C",Reno,89509,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541620', 'Description': 'Environmental Consulting Services', 'Capability': ''}]",[]
"Insite HR Solutions, LLC",Tier 1 Local Emerging Small Business,,,tanya.vial@insitehrsolutions.com,https://www.insitehrsolutions.com,"1000 N Green Valley Parkway, #440-801",Henderson,89074,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541612', 'Description': 'Human Resources Consulting Services', 'Capability': 'HR Consulting'}]",[]
Nellis Building Services,Tier 1 Local Emerging Small Business,,,,https://www.nellisvegas.com,3920 Raymert Drive,Las Vegas,89121,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': 'Facility Services - Janitorial'}]",[]
"Knight & Leavitt Associates, Inc.",Tier 2 Local Emerging Small Business,,,,https://www.klaenv.com,4105 Wagon Trail Avenue,Las Vegas,89118,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '813312', 'Description': 'Environment, Conservation and Wildlife Organizations', 'Capability': ''}]",[]
Justice Mobile Notary,Tier 1 Local Emerging Small Business,,,service@justicemobilenotary.com,https://www.justicemobilenotary.com,"540 W. Horizon Ridge Pkwy, 5501",Henderson,89012,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541199', 'Description': 'Notary Public Services', 'Capability': 'Mobile notary in clark county, online notary in all 50 states'}]",[]
Inclusive Counseling,Tier 1 Local Emerging Small Business,,,,https://www.inclusivecounseling.org,9441 Double Diamond Parkway STE 13,Reno,89521,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '621420', 'Description': 'Mental Health Center and Clinic', 'Capability': ''}]",[]
Harvest Events LLC,Tier 1 Local Emerging Small Business,,,info@harvestelegance.com,https://www.harvestelegance.com,"2987 N Las Vegas Blvd, Suite 18",North Las Vegas,89030,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '722320', 'Description': 'Caterers', 'Capability': 'full service catering for up to 2500 guests'}]",[]
Digitrix LLC,Tier 1 Local Emerging Small Business,,,,https://digitrixllc.com,10812 Lost Ark Avenue,Las Vegas,89129,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541511', 'Description': 'Custom Computer Programming Services', 'Capability': 'Application Development'}]",[]
Blue Diamond Civil Engineering LLC,Tier 1 Local Emerging Small Business,,,,https://bluediamondcivilengineering.com,9816 Gilespie St #120,Las Vegas,89183,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541330', 'Description': 'Engineering services', 'Capability': 'Civil engineering services'}]",[]
PACIFIC ALTERNATIVE ENERGY RESOURCE LLC,Tier 1 Local Emerging Small Business,,,david@pacaltenergy.com,https://pacaltenergy.com,2360 Armstrong Lane,Reno,89509,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541614', 'Description': 'Process, Physical Distribution, and Logistics Consulting Services', 'Capability': 'Logistics consulting, management,'}]",[]
Treffen Technology LLC,Tier 1 Local Emerging Small Business,,,admin@treffentech.com,https://www.treffentech.com,5116 N TIOGA WAY,LAS VEGAS,89149,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541618', 'Description': 'Telecommunications management consulting services', 'Capability': 'Consulting, O&M Mgmt, RF design, RF interference resolution, High level telecomm Management'}]",[]
"BCC Management, Inc.",Tier 2 Local Emerging Small Business,,,rkolnes@bccmgmt.com,https://www.bccmgmt.com,"6037 S Fort Apache Rd, Ste 110",Las Vegas,89148,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '541330', 'Description': 'Engineering Services', 'Capability': 'Building System Commissioning'}]",[]
Quest Productions LLC,Tier 1 Local Emerging Small Business,,,,,965 White Drive Ste 200,Las Vegas,89119,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '321219', 'Description': 'Reconstituted Wood Product Manufacturing', 'Capability': 'LLC'}]",[]
Leading Edge Business Services LLC,Tier 1 Local Emerging Small Business,,,info@lebs.tech,https://www.leadingedgebusiness.com,610 N Rainbow Blvd,Las Vegas,89107,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '323111', 'Description': 'Commercial Printing', 'Capability': 'Business Print Products'}]",[]
Western Union Supplies,Tier 1 Local Emerging Small Business,,,D.T.C213@outlook.com,,516 Byrnes Ave,Las Vegas,89106,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '315210', 'Description': 'Cut and Sew Apparel Contractors', 'Capability': 'sm med'}]",[]
The Firm Media Group LLC,Tier 1 Local Emerging Small Business,,,alex@firmmediagroup.com,https://surveillanceinstallations.vegas,4948 Mountain Vista #13551,Las Vegas,89121,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238210', 'Description': 'Electrical, electrical wiring, and low voltage electrical work', 'Capability': 'Low Voltage'}]",[]
Skyy Corp dba Clark County Heating & Cooling,Tier 1 Local Emerging Small Business,,,info@clarkcountyheatingcooling.com,https://clarkcountyheatingcooling.com/,4253 Country Glenn Cir,North Las Vegas,89032,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238220', 'Description': 'Plumbing, Heating, and Air-Conditioning Contractors', 'Capability': 'HVAC - heating, ventilation, and air conditioning (HVAC) installation, repairs, and service'}]",[]
"Continuing Education And Training, LLC",Tier 1 Local Emerging Small Business,,,info@christineburke.com,https://www.geneticgenealogyforensicservices.com/,"1535 County Road, #2",Minden,89423,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '611519', 'Description': 'Police Training Schools', 'Capability': 'Genetic Genealogy, Police Investigations'}]",[]
Ruben Puno,Tier 1 Local Emerging Small Business,,,info@resitechnical.com,https://www.resitechnical.com,3991 White Oak Lane,Sparks,89436,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541512', 'Description': 'Computer systems design services', 'Capability': ''}]",[]
Figure IT Out LLC,Tier 1 Local Emerging Small Business,,,younme415@gmail.com,,1840 Vanderbilt Ct,Las Vegas,89104,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541922', 'Description': 'Commercial Photography', 'Capability': 'Commercial Photography services'}]",[]
Technical Medical LLC,Tier 1 Local Emerging Small Business,,,secure@techmedems.com,https://sites.google.com/view/techmedems/home,898 Maestro Dr Suite 101,Reno,89511,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '621910', 'Description': 'Ambulance Services', 'Capability': 'Advances Life Support Ground Ambulance and Emergency Medical Services'}]",[]
L & M Welding LLC,Tier 2 Local Emerging Small Business,,,welding@cascadeaccess.com,https://LMWelding.com,255 West Mesquite Blvd,Mesquite,89027,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '332312', 'Description': 'structural steel, fabricated, manufacturing', 'Capability': 'Welding, Ornamental iron fence gates, Structural'}]",[]
AA Fine Grade Equipment,Tier 1 Local Emerging Small Business,,,GeneralMailbox@aafinegradeequipment.com,,238 Chester Way,Elko,89801,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '237310', 'Description': 'Highway, Street, and Bridge Construction', 'Capability': 'Grading, highway, road, street and airport runway'}]",[]
Safe Steps Academy,Tier 1 Local Emerging Small Business,,,info@safestepsacademy.com,https://www.safestepsacademy.com,4079 N Rancho Suite 190,Las Vegas,89113,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '611699', 'Description': 'All Other Miscellaneous Schools and Instruction', 'Capability': 'CPR and Safety Training Classes'}]",[]
Hot Desert Air Conditioning & Heating LLC,Tier 1 Local Emerging Small Business,,,,,5430 TAMI PL,LAS VEGAS,89120,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238220', 'Description': 'Plumbing, Heating, and Air-Conditioning Contractors', 'Capability': 'HVAC'}]",[]
Colton Mechanical LLC,Tier 1 Local Emerging Small Business,,,dave.coltonmechanical@gmail.com,https://WWW.COLTONMECHANICAL.COM,6545 S FORT APACHE RD STE 135 #467,Las Vegas,89148,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238220', 'Description': 'PLUMBING, HEATING, AND AIR CONDITIONING CONTRACTORS', 'Capability': 'HVAC'}]",[]
The Merrill Group,Tier 1 Local Emerging Small Business,,,,,10068 Pacific Peak Street,Las Vegas,89178,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541511', 'Description': 'Custom Computer Programming Services', 'Capability': 'Software publishers and Software Development'}]",[]
BIZGAM,Tier 1 Local Emerging Small Business,,,,,2852 vigilante ct,las vegas,89081,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '425120', 'Description': 'marketing', 'Capability': 'distribute'}]",[]
"Legacy Hospitality, LLC",Tier 1 Local Emerging Small Business,,,,https://www.CraftLV.com,4255 Dean Martin Dr. Suite G.,Las Vegas,89103,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '722320', 'Description': 'Caterer', 'Capability': ''}]",[]
A Mindful Change Behavioral Health,Tier 1 Local Emerging Small Business,,,contact@judgmentfreeme.org,https://judgmentfreeme.org,"916 Nevada Way, Ste 5",Boulder City,89005,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '621330', 'Description': ""Social workers', mental health, offices (e.g., centers, clinics)"", 'Capability': 'Outpatient Mental Health Services'}]",[]
"Infinity Fence, LLC",Tier 1 Local Emerging Small Business,,,SALES@INFINITYFENCENV.COM,https://WWW.INFINITYFENCENV.COM,184 Sunshine Lane,SPRING CREEK,89815,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238990', 'Description': 'Fencing Contractors', 'Capability': 'Fence Installation'}]",[]
Chips and Bits IT LLC,Tier 1 Local Emerging Small Business,,,sassan@chipsandbitsit.com,https://www.chipsandbitsit.com,"6295 MCLEOD DRIVE, UNIT 18",LAS VEGAS,89120,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541510', 'Description': 'Computer Systems Design and Related Services', 'Capability': 'IT Company'}]",[]
Mimosa Royale LLC,Tier 1 Local Emerging Small Business,,,sales@drinkmimosa.com,https://www.DrinkMimosa.com,694 Fenwick Lane,Henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '312130', 'Description': 'Wineries', 'Capability': 'Mimosa Royale'}]",[]
Ra’Neisha Hall,Tier 1 Local Emerging Small Business,,,hello@wonderschool.com,,7227 W Windmill ln Unit 226,Las Vegas,89113,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '624110', 'Description': 'Child and Youth Services', 'Capability': ''}]",[]
Silver State Dirtworks LLC,Tier 1 Local Emerging Small Business,,,silverstatedirtworks@gmail.com,https://www.SilverStateDirtworks.com,4800 Koenig Rd,Reno,89506,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238910', 'Description': 'Excavating, earthmoving, or land clearing contractors', 'Capability': ''}]",[]
"Sego Engineering, LLC",Tier 1 Local Emerging Small Business,,,brian@segoengineering.com,https://www.segoengineering.com,4885 Piedmont Place,Reno,89502,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541330', 'Description': 'Engineering services', 'Capability': 'mechanical engineering services'}]",[]
Teigic Solutions LLC,Tier 1 Local Emerging Small Business,,,tyrell.schoolfield@teigic.com,https://teigic.com/,148 Rolling Cove Ave,Henderson,89011,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management & General Management Consulting Services', 'Capability': ''}]",[]
ls lous llc,Tier 2 Local Emerging Small Business,,,,,4284 spring mountain rd #108,las vegas,89102,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '722515', 'Description': 'Snack and Nonalcoholic Beverage Bars', 'Capability': 'smoothie, boba shop, boba milk tea'}]",[]
LG Logistics LLC,Tier 1 Local Emerging Small Business,,,LGLEW2021@gmail.com,https://www.lglogistics.com/,2428 COUNTRY VALLEY CT,NORTH LAS VEGAS,89030,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '481112', 'Description': 'Freight Carriers (except air couriers), air, scheduled', 'Capability': ''}]",[]
Superhot LLc,Tier 1 Local Emerging Small Business,,,restore@pro-cleandecon.com,https://www.procleanwaterdamage.com,3515 Calf Roper Ct,Las Vegas,89032,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '236220', 'Description': 'Commercial and institutional building construction', 'Capability': 'water damage,mold,  hoarding cleanup, bio clean up'}]",[]
JACQUELINE JONES,Tier 1 Local Emerging Small Business,,,info@taxcreditcalculators.com,,848 N RAINBOW BLVD #4841,LAS VEGAS,89107,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative management consulting, business management consulting', 'Capability': 'engaged in providing operating advice and assistance to businesses and other organizations on administrative management issues, such as financial planning, budgeting, cost, expense and tax analysis.1'}]",[]
Maberry Consulting and Evaluation Services LLC,Tier 1 Local Emerging Small Business,,,smaberry@maberryconsulting.com,https://www.maberryconsulting.com,3660 St. Rose Parkway,Henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '611710', 'Description': 'Educational Support Services', 'Capability': 'Grant program evaluation'}]",[]
Rooted Ltd.,Tier 1 Local Emerging Small Business,,,,,811 Lander St.,Reno,89509,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '111411', 'Description': 'Mushroom Production', 'Capability': ''}]",[]
Access Healthcare Staffing & Recruitment Inc,Tier 1 Local Emerging Small Business,,,admin@ahcsr.com,https://www.accesshealthcareus.com,"7448 W Sahara Ave, #105",Las Vegas,89117,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561320', 'Description': 'Temporary Help Services', 'Capability': 'Nurse Staffing Services'}]",[]
"EJM, LLC",Tier 1 Local Emerging Small Business,,,HackmannJ@hlcmail.com,,"7565 W. Washington Ave., Ste. 104",Las Vegas,89128,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '611691', 'Description': 'Tutoring & Test Preparation - Educational services', 'Capability': 'Academic Tutoring & Test Preparation'}]",[]
Good Brothers Solutions LLC,Tier 1 Local Emerging Small Business,,,,,855 n stephanie st Unit 2021,henderson,89014,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '492110', 'Description': 'Couriers and Express Delivery Services', 'Capability': 'Courier services - Providing courier and express delivery services of parcels and goods.'}]",[]
Bizz Solutions,Tier 1 Local Emerging Small Business,,,bizzsolutions12@gmail.com,,5035 Camino Del Santo Pkwy,North Las Vegas,89031,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541219', 'Description': 'Other Accounting Services', 'Capability': 'Bookkeeping - over see accounts'}]",[]
